product_name,aspect,descriptor,polarity_score,sentiment_label
ClickUp,view,simple clear,0.049999999999999996,Positif
ClickUp,aids,clickup,0.0,Positif
ClickUp,review,clickup,0.0,Positif
ClickUp,cases,incentivizedapril,0.0,Positif
ClickUp,scopei,deployment,0.0,Positif
ClickUp,resources,firm,-0.2,Negatif
ClickUp,solves,main,0.16666666666666666,Positif
ClickUp,clients,firm,-0.2,Negatif
ClickUp,rating,clickup,0.0,Positif
ClickUp,cases,incentivizedapril,0.0,Positif
ClickUp,types,different,0.0,Positif
ClickUp,cases,incentivizedapril,0.0,Positif
ClickUp,projects,various,0.0,Positif
ClickUp,areas,many different,0.25,Positif
ClickUp,tool,centralized,0.0,Positif
ClickUp,cases,incentivizedapril,0.0,Positif
ClickUp,scopeclickup,deployment,0.0,Positif
ClickUp,cases,incentivizedapril,0.0,Positif
ClickUp,projects,many,0.5,Positif
ClickUp,projects,many,0.5,Positif
ClickUp,tool,useful,0.3,Positif
ClickUp,cases,incentivizedapril,0.0,Positif
ClickUp,communication,departmental,0.0,Positif
ClickUp,communications,specific,0.0,Positif
ClickUp,tool,best,1.0,Positif
ClickUp,cases,incentivizedapril,0.0,Positif
ClickUp,tool,excellent,1.0,Positif
ClickUp,cases,incentivizedapril,0.0,Positif
ClickUp,scopei,deployment,0.0,Positif
ClickUp,client,internal,0.0,Positif
ClickUp,agency,creative,0.5,Positif
ClickUp,tool,best,1.0,Positif
ClickUp,responsibilities,many,0.5,Positif
ClickUp,team,deployment,0.0,Positif
ClickUp,tracks,different,0.0,Positif
ClickUp,view,simple clear,0.049999999999999996,Positif
ClickUp,aids,clickup,0.0,Positif
ClickUp,review,clickup,0.0,Positif
ClickUp,team,whole,0.2,Positif
ClickUp,view,simple clear,0.049999999999999996,Positif
ClickUp,aids,clickup,0.0,Positif
ClickUp,review,clickup,0.0,Positif
ClickUp,business,small,-0.25,Negatif
ClickUp,app,great,0.8,Positif
ClickUp,benefit,main,0.16666666666666666,Positif
ClickUp,dates,due,-0.125,Negatif
ClickUp,toolrating,single,-0.07142857142857142,Negatif
ClickUp,projects,internal,0.0,Positif
ClickUp,choice,solid,0.0,Positif
ClickUp,agents,super,0.3333333333333333,Positif
ClickUp,assistants,personal,0.0,Positif
ClickUp,scopeclickup,deployment,0.0,Positif
ClickUp,projects,creative,0.5,Positif
ClickUp,experience,clickup,0.0,Positif
ClickUp,tool,great,0.8,Positif
ClickUp,clickup,deployment general,0.05000000000000002,Positif
ClickUp,tool,useful helpful,0.3,Positif
ClickUp,projects,multiple,0.0,Positif
ClickUp,view,simple clear,0.049999999999999996,Positif
ClickUp,aids,clickup,0.0,Positif
ClickUp,review,clickup,0.0,Positif
ClickUp,team,whole,0.2,Positif
ClickUp,view,simple clear,0.049999999999999996,Positif
ClickUp,aids,clickup,0.0,Positif
ClickUp,review,clickup,0.0,Positif
ClickUp,projects,specific,0.0,Positif
ClickUp,feature,universal,0.0,Positif
ClickUp,workspaces,different,0.0,Positif
ClickUp,tool,flexible,0.0,Positif
ClickUp,tool,complete,0.1,Positif
ClickUp,tickets,proscustomisable,0.0,Positif
ClickUp,rating,easier,0.0,Positif
ClickUp,business,great,0.8,Positif
ClickUp,operations,centralized,0.0,Positif
ClickUp,use,incentivizedfebruary,0.0,Positif
ClickUp,use,incentivizedfebruary,0.0,Positif
ClickUp,summaries,analyzed,0.0,Positif
ClickUp,use,incentivizedfebruary,0.0,Positif
ClickUp,pm,sole,0.0,Positif
ClickUp,end,clickup,0.0,Positif
ClickUp,use,incentivizedfebruary,0.0,Positif
ClickUp,scopeclickup,deployment,0.0,Positif
ClickUp,lifecycle,entire,0.0,Positif
ClickUp,reviewrating,clickup,0.0,Positif
ClickUp,use,incentivizedfebruary,0.0,Positif
ClickUp,scopei,deployment,0.0,Positif
ClickUp,clickup,easy,0.43333333333333335,Positif
ClickUp,lists,different dropdown,0.0,Positif
ClickUp,view,broader,0.0,Positif
ClickUp,environment,different,0.0,Positif
ClickUp,view,simple clear,0.049999999999999996,Positif
ClickUp,aids,clickup,0.0,Positif
ClickUp,review,clickup,0.0,Positif
ClickUp,team,whole,0.2,Positif
ClickUp,view,simple clear,0.049999999999999996,Positif
ClickUp,aids,clickup,0.0,Positif
ClickUp,review,clickup,0.0,Positif
ClickUp,software,great,0.8,Positif
ClickUp,use,incentivizedfebruary,0.0,Positif
ClickUp,marketing,internal,0.0,Positif
ClickUp,project,overall,0.0,Positif
ClickUp,projects,bigger,0.0,Positif
ClickUp,use,incentivizedfebruary,0.0,Positif
ClickUp,platform,centralized,0.0,Positif
ClickUp,incl,multiple,0.0,Positif
ClickUp,use,incentivizedfebruary,0.0,Positif
ClickUp,spaces,different,0.0,Positif
ClickUp,deadlines,amp,0.0,Positif
ClickUp,time,more,0.5,Positif
ClickUp,trustradius,clickup,0.0,Positif
ClickUp,use,incentivizedfebruary,0.0,Positif
ClickUp,scopeclickup,deployment,0.0,Positif
ClickUp,platform,multi layered,0.0,Positif
ClickUp,organization,entire,0.0,Positif
ClickUp,use,incentivizedfebruary,0.0,Positif
ClickUp,scopei,deployment,0.0,Positif
ClickUp,employees,other,-0.125,Negatif
ClickUp,use,incentivizedfebruary,0.0,Positif
ClickUp,productivity,capable,0.2,Positif
ClickUp,source,single,-0.07142857142857142,Negatif
ClickUp,documentation,relevant,0.4,Positif
ClickUp,scopei,deployment,0.0,Positif
ClickUp,tasks,quarterly,0.0,Positif
ClickUp,tasks,complex,-0.3,Negatif
ClickUp,things,many,0.5,Positif
ClickUp,form,clickup,0.0,Positif
ClickUp,requests,promotional,0.0,Positif
ClickUp,software,best,1.0,Positif
ClickUp,work,deployment,0.0,Positif
ClickUp,tool,best,1.0,Positif
ClickUp,view,simple clear,0.049999999999999996,Positif
ClickUp,aids,clickup,0.0,Positif
ClickUp,review,clickup,0.0,Positif
ClickUp,team,whole,0.2,Positif
ClickUp,view,simple clear,0.049999999999999996,Positif
ClickUp,aids,clickup,0.0,Positif
ClickUp,review,clickup,0.0,Positif
ClickUp,task,simple,0.0,Positif
ClickUp,scopei,deployment,0.0,Positif
ClickUp,way,simple,0.0,Positif
ClickUp,tool,fantastic,0.4,Positif
ClickUp,cases,incentivizedapril,0.0,Positif
ClickUp,use,major,0.0625,Positif
ClickUp,transformations,significant,0.375,Positif
ClickUp,spaces,operational,0.0,Positif
ClickUp,cases,incentivizedapril,0.0,Positif
ClickUp,world,technical,0.0,Positif
ClickUp,cases,incentivizedapril,0.0,Positif
ClickUp,company,scopeour,0.0,Positif
ClickUp,cases,incentivizedapril,0.0,Positif
ClickUp,system,erp,0.0,Positif
ClickUp,orders,wholesale,0.0,Positif
ClickUp,powerhouserating,flexible,0.0,Positif
ClickUp,cases,incentivizedapril,0.0,Positif
ClickUp,scopei,deployment,0.0,Positif
ClickUp,business,remote,-0.1,Negatif
ClickUp,tool,best,1.0,Positif
ClickUp,agencies,digital,0.0,Positif
ClickUp,cases,incentivizedapril,0.0,Positif
ClickUp,team,digital,0.0,Positif
ClickUp,cases,incentivizedapril,0.0,Positif
ClickUp,team,deployment scopeour,0.0,Positif
ClickUp,cases,incentivizedapril,0.0,Positif
ClickUp,hub,central,0.0,Positif
ClickUp,problem,main,0.16666666666666666,Positif
ClickUp,view,simple clear,0.049999999999999996,Positif
ClickUp,aids,clickup,0.0,Positif
ClickUp,review,clickup,0.0,Positif
ClickUp,team,whole,0.2,Positif
